id,Credit_Score,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,Age,NumberExistingCredits,NumberPeopleMaintenance,Telephone,ForeignWorker,CheckingAccountStatus.lt.0,CheckingAccountStatus.0.to.200,CheckingAccountStatus.gt.200,CreditHistory.ThisBank.AllPaid,CreditHistory.PaidDuly,CreditHistory.Delay,CreditHistory.Critical
1078,Good,24,4169,4,4,28,1,1,1,1,1,0,0,0,1,0,0
1079,Good,10,1521,4,2,31,1,1,1,1,0,1,0,0,1,0,0
1080,Good,24,5743,2,4,24,2,1,0,1,0,1,0,0,0,0,1
1081,Good,21,3599,1,4,26,1,1,1,1,1,0,0,0,1,0,0
1082,Good,18,3213,1,3,25,1,1,1,1,0,1,0,0,1,0,0
1083,Good,18,4439,1,1,33,1,1,0,1,0,1,0,0,1,0,0
1084,Good,10,3949,1,1,37,1,2,1,1,0,0,1,0,1,0,0
1085,Good,15,1459,4,2,43,1,1,1,1,0,0,0,0,0,0,1
1086,Good,13,882,4,4,23,2,1,1,1,0,1,0,0,0,0,1
1087,Good,24,3758,1,4,23,1,1,1,1,0,1,0,0,1,0,0
1088,Good,6,1743,1,2,34,2,1,1,1,0,0,0,0,0,1,0
1089,Good,9,1236,1,4,23,1,1,0,1,0,0,0,0,1,0,0
1090,Bad,9,959,1,2,29,1,1,1,0,0,1,0,0,1,0,0
1091,Good,18,3229,2,4,38,1,1,0,1,0,0,0,0,0,0,1
1092,Bad,12,6199,4,2,28,2,1,0,1,1,0,0,0,0,0,0
1093,Good,10,727,4,4,46,1,1,0,1,0,0,0,0,1,0,0
1094,Bad,24,1246,4,2,23,1,1,1,1,0,1,0,0,1,0,0
1095,Good,12,2331,1,4,49,1,1,0,1,0,0,0,0,0,0,1
1096,Bad,36,4463,4,2,26,2,1,0,1,0,0,0,0,0,1,0
1097,Bad,30,2406,4,4,23,1,1,1,1,1,0,0,0,1,0,0
1098,Good,18,1239,4,4,61,1,1,1,1,0,1,0,0,1,0,0
1099,Good,12,3399,2,3,37,1,1,1,1,0,0,1,0,1,0,0
1100,Good,12,2247,2,2,36,2,1,0,1,0,0,1,0,0,1,0
1101,Good,6,1766,1,2,21,1,1,1,1,0,0,0,0,1,0,0
1102,Good,12,1542,2,4,36,1,1,0,1,0,0,0,0,1,0,0
1103,Bad,36,3446,4,2,42,1,2,1,1,1,0,0,0,1,0,0
1104,Good,18,3001,2,4,40,1,1,1,1,0,1,0,0,1,0,0
1105,Good,36,3079,4,4,36,1,1,1,1,0,0,0,0,1,0,0
1106,Good,18,6070,3,4,33,2,1,0,1,0,0,0,0,0,0,1
1107,Good,10,2146,1,3,23,2,1,1,1,0,0,0,0,0,0,1
1108,Good,60,13756,2,4,63,1,1,0,1,0,0,0,0,0,0,1
1109,Bad,60,14782,3,4,60,2,1,0,1,0,1,0,1,0,0,0
1110,Bad,48,7685,2,4,37,1,1,1,1,1,0,0,1,0,0,0
1111,Good,18,2320,2,3,34,2,1,1,1,0,0,0,0,0,1,0
1112,Good,7,846,3,4,36,1,1,1,1,0,0,0,0,0,1,0
1113,Bad,36,14318,4,2,57,1,1,0,1,0,1,0,0,1,0,0
1114,Good,6,362,4,4,52,2,1,1,1,0,0,0,0,0,0,1
1115,Good,20,2212,4,4,39,1,1,0,1,1,0,0,0,1,0,0
1116,Bad,18,12976,3,4,38,1,1,0,1,0,1,0,0,1,0,0
1117,Good,22,1283,4,4,25,1,1,1,1,0,0,0,0,1,0,0
1118,Good,12,1330,4,1,26,1,1,1,1,0,0,1,0,1,0,0
1119,Good,30,4272,2,2,26,2,1,1,1,0,0,0,0,0,1,0
1120,Good,18,2238,2,1,25,2,1,1,1,0,0,0,0,0,0,1
1121,Good,9,1449,3,2,27,2,1,1,1,0,0,0,0,1,0,0
1122,Good,18,1820,2,2,30,1,1,0,1,0,0,0,0,1,0,0
1123,Good,12,983,1,4,19,1,1,1,1,0,1,0,0,1,0,0
1124,Good,36,3249,2,4,39,1,2,0,1,1,0,0,0,1,0,0
1125,Good,6,1957,1,4,31,1,1,1,1,1,0,0,0,0,0,1
1126,Good,9,2406,2,3,31,1,1,1,1,0,0,0,0,0,0,1
1127,Good,39,11760,2,3,32,1,1,0,1,0,1,0,0,0,1,0
1128,Good,12,2578,3,4,55,1,1,1,1,1,0,0,0,1,0,0
1129,Good,36,2348,3,2,46,2,1,0,1,1,0,0,0,0,0,1
1130,Bad,12,1223,1,1,46,2,1,1,1,0,1,0,0,1,0,0
1131,Good,24,1516,4,1,43,2,1,1,1,0,0,0,0,0,0,1
1132,Good,18,1473,3,4,39,1,1,0,1,0,0,0,0,1,0,0
1133,Good,18,1887,4,4,28,2,1,1,1,0,1,0,0,0,0,1
1134,Bad,24,8648,2,2,27,2,1,0,1,0,0,0,0,0,1,0
1135,Good,18,2899,4,4,43,1,2,1,1,0,1,0,0,0,1,0
1136,Good,15,1053,4,2,27,1,1,1,0,1,0,0,0,1,0,0
1137,Good,24,3235,3,2,26,1,1,0,1,0,0,0,0,1,0,0
1138,Bad,12,939,4,2,28,3,1,0,1,0,0,1,0,0,0,1
1139,Good,33,7253,3,2,35,2,1,0,1,0,0,0,0,0,0,1
1140,Bad,12,2292,4,2,42,2,1,0,1,0,0,0,0,0,0,1
1141,Bad,24,1381,4,2,35,1,1,1,1,1,0,0,0,1,0,0
1142,Good,36,5842,2,2,35,2,2,0,1,0,0,0,0,0,0,1
1143,Bad,12,2579,4,1,33,1,2,1,1,1,0,0,0,1,0,0
1144,Good,21,2782,1,2,31,1,1,1,1,0,0,0,0,1,0,0
1145,Bad,18,1042,4,2,33,1,1,1,1,0,1,0,0,1,0,0
1146,Good,15,3186,2,3,20,1,1,1,1,0,0,0,0,1,0,0
1147,Good,12,2028,4,2,30,1,1,1,1,0,1,0,0,1,0,0
1148,Good,12,958,2,3,47,2,2,1,1,0,1,0,0,0,0,1
1149,Good,21,1591,4,3,34,2,1,1,1,0,0,0,0,0,1,0
1150,Bad,12,2762,1,2,25,1,1,0,1,0,1,0,0,1,0,0
1151,Good,28,2743,4,2,29,2,1,1,1,0,0,0,0,0,0,1
1152,Good,18,1149,4,3,46,2,1,1,1,0,0,0,0,0,0,1
1153,Good,9,1313,1,4,20,1,1,1,1,0,0,0,0,1,0,0
1154,Bad,18,1190,2,4,55,3,2,1,1,1,0,0,0,0,0,1
1155,Good,5,3448,1,4,74,1,1,1,1,0,0,0,0,1,0,0
1156,Good,6,1872,4,4,36,3,1,0,1,1,0,0,0,0,0,1
1157,Good,24,2058,4,2,33,2,1,0,1,0,0,0,0,0,0,1
1158,Good,9,2136,3,2,25,1,1,1,1,1,0,0,0,1,0,0
1159,Bad,12,1484,2,1,25,1,1,0,1,0,1,0,0,1,0,0
1160,Good,24,1287,4,4,37,2,1,0,1,0,0,0,0,0,0,1
1161,Bad,12,609,4,1,26,1,1,1,1,0,0,1,1,0,0,0
1162,Good,12,1884,4,4,39,1,1,0,1,0,0,0,0,1,0,0
1163,Good,12,1620,2,3,30,1,1,1,1,1,0,0,0,1,0,0
1164,Good,20,2629,2,3,29,2,1,0,1,0,1,0,0,0,1,0
1165,Bad,12,719,4,4,41,1,2,1,1,0,0,0,0,1,0,0
1166,Good,9,1244,4,4,41,2,1,1,1,0,0,0,0,0,0,1
1167,Bad,36,1842,4,4,34,1,1,0,1,1,0,0,0,1,0,0
1168,Good,7,2576,2,2,35,1,1,1,1,0,1,0,0,1,0,0
1169,Good,12,1424,3,4,55,1,1,0,1,0,0,1,0,1,0,0
1170,Bad,15,1512,3,3,61,2,1,1,1,0,1,0,0,0,1,0
1171,Good,36,11054,4,2,30,1,1,0,1,0,0,0,0,0,0,1
1172,Good,6,518,3,1,29,1,1,1,1,0,0,0,0,1,0,0
1173,Good,12,2759,2,4,34,2,1,1,1,0,0,0,0,0,0,0
1174,Good,24,2679,4,1,29,1,1,0,1,0,0,0,0,1,0,0
1175,Good,11,3905,2,2,36,2,2,1,1,1,0,0,0,0,0,1
1176,Good,6,343,4,1,27,1,1,1,1,1,0,0,0,1,0,0
1177,Good,18,4594,3,2,32,1,1,0,1,0,0,0,0,1,0,0
1178,Good,15,1721,2,3,36,1,1,1,1,1,0,0,0,1,0,0
1179,Good,12,3017,3,1,34,1,1,1,1,0,1,0,0,1,0,0
1180,Good,12,754,4,4,38,2,1,1,1,0,1,0,0,1,0,0
1181,Good,18,1950,4,1,34,2,1,0,1,0,0,0,0,1,0,0
1182,Bad,24,1659,4,2,29,1,1,0,1,1,0,0,0,0,1,0
1183,Good,48,7238,3,3,32,2,2,1,1,0,0,0,0,0,1,0
1184,Good,33,2764,2,2,26,2,1,0,1,0,0,0,0,0,1,0
1185,Bad,6,448,4,4,23,1,1,1,1,1,0,0,0,1,0,0
1186,Bad,9,654,4,3,28,1,1,1,1,1,0,0,0,1,0,0
1187,Bad,18,1245,4,2,33,1,1,1,1,0,1,0,0,0,0,1
1188,Bad,18,3114,1,4,26,1,1,1,1,1,0,0,0,0,0,0
1189,Good,39,2569,4,4,24,1,1,1,1,0,0,0,0,1,0,0
1190,Good,24,5152,4,2,25,1,1,1,1,0,0,1,0,1,0,0
1191,Good,12,1037,3,4,39,1,1,1,1,0,1,0,0,1,0,0
1192,Good,15,1478,4,4,44,2,2,0,1,1,0,0,0,0,0,1
1193,Good,30,3622,4,4,57,2,1,0,1,1,0,0,0,1,0,0
1194,Good,15,960,3,2,30,2,1,1,1,0,0,0,0,0,1,0
1195,Good,12,1163,4,4,44,1,1,0,1,0,0,0,0,0,0,1
1196,Bad,6,1209,4,4,47,1,1,0,1,0,1,0,0,0,1,0
1197,Good,12,3077,2,4,52,1,1,0,1,0,0,0,0,1,0,0
1198,Good,24,3757,4,4,62,1,1,0,1,0,0,0,0,1,0,0
1199,Good,10,1418,3,2,35,1,1,1,0,0,0,0,0,1,0,0
1200,Good,6,3518,2,3,26,1,1,1,1,0,0,0,0,1,0,0
1201,Good,12,1934,2,2,26,2,1,1,1,0,0,0,0,0,0,1
1202,Bad,27,8318,2,4,42,2,1,0,1,0,1,0,0,0,0,0
1203,Good,6,1237,1,1,27,2,1,1,1,0,0,0,0,0,0,1
1204,Good,6,368,4,4,38,1,1,1,1,0,1,0,0,1,0,0
1205,Good,12,2122,3,2,39,2,2,1,0,1,0,0,0,0,0,1
1206,Bad,24,2996,2,4,20,1,1,1,1,1,0,0,0,1,0,0
1207,Bad,36,9034,4,1,29,1,1,0,1,0,1,0,0,1,0,0
1208,Good,24,1585,4,3,40,2,1,1,1,0,0,0,0,0,0,1
1209,Good,18,1301,4,2,32,1,1,1,1,0,1,0,0,1,0,0
1210,Bad,24,3123,4,1,27,1,1,1,1,1,0,0,0,1,0,0
1211,Good,36,5493,2,4,42,1,2,1,1,1,0,0,0,1,0,0
1212,Good,9,1126,2,4,49,1,1,1,1,0,0,1,0,1,0,0
1213,Bad,24,1216,4,4,38,2,2,1,1,0,1,0,0,0,0,1
1214,Bad,24,1207,4,4,24,1,1,1,1,1,0,0,0,1,0,0
1215,Bad,10,1309,4,4,27,1,1,1,1,0,0,0,0,1,0,0
1216,Good,15,2360,2,2,36,1,1,0,1,0,0,1,0,0,0,1
1217,Bad,15,6850,1,2,34,1,2,0,1,0,1,0,1,0,0,0
1218,Good,39,8588,4,2,45,1,1,0,1,0,0,0,0,1,0,0
1219,Bad,12,759,4,2,26,1,1,1,1,1,0,0,0,1,0,0
1220,Good,36,4686,2,2,32,1,1,0,1,0,0,0,0,1,0,0
1221,Good,15,2687,2,4,26,1,1,0,1,0,0,1,0,1,0,0
1222,Good,12,585,4,4,20,2,1,1,1,0,1,0,0,0,1,0
1223,Good,6,609,4,3,37,2,1,1,0,1,0,0,0,0,0,1
1224,Good,6,1203,3,2,43,1,1,0,1,1,0,0,0,1,0,0
1225,Good,6,700,4,4,36,2,1,1,1,0,0,0,0,0,0,1
1226,Good,24,5507,3,4,44,2,1,1,1,0,0,0,0,0,0,1
1227,Bad,18,3190,2,2,24,1,1,1,1,1,0,0,0,1,0,0
1228,Bad,48,7119,3,4,53,2,2,1,1,1,0,0,0,0,0,0
1229,Good,24,3488,3,4,23,1,1,1,1,0,0,0,0,1,0,0
1230,Good,18,1113,4,4,26,1,2,1,1,0,1,0,0,1,0,0
1231,Good,26,7966,2,3,30,2,1,1,1,0,1,0,0,1,0,0
1232,Good,15,1532,4,3,31,1,1,1,1,0,0,0,0,0,0,1
1233,Good,4,1503,2,1,42,2,2,1,1,0,0,0,0,0,0,1
1234,Bad,36,2302,4,4,31,1,1,1,1,1,0,0,0,1,0,0
1235,Good,6,662,3,4,41,1,2,0,1,1,0,0,0,1,0,0
1236,Good,36,2273,3,1,32,2,2,1,1,0,1,0,0,1,0,0
1237,Bad,15,2631,2,4,28,2,1,0,1,0,1,0,0,1,0,0
1238,Good,12,1503,4,4,41,1,1,1,1,0,0,0,0,0,1,0
1239,Good,24,1311,4,3,26,1,1,0,1,0,0,0,0,1,0,0
1240,Good,24,3105,4,2,25,2,1,1,1,0,0,0,0,1,0,0
1241,Bad,21,2319,2,1,33,1,1,1,1,0,0,1,0,0,0,1
1242,Good,18,3049,1,1,45,1,1,1,1,0,0,1,0,1,0,0
1243,Bad,12,1534,1,1,23,1,1,1,1,0,1,0,0,1,0,0
1244,Good,24,2032,4,4,60,2,1,0,1,0,0,0,0,0,1,0
1245,Bad,30,6350,4,4,31,1,1,1,1,1,0,0,0,1,0,0
1246,Bad,18,2864,2,1,34,1,2,1,1,0,0,1,0,1,0,0
1247,Good,12,1255,4,4,61,2,1,1,1,0,0,0,0,0,0,1
1248,Bad,24,1333,4,2,43,2,2,1,1,1,0,0,0,0,1,0
1249,Good,24,2022,4,4,37,1,1,0,1,0,0,0,0,0,0,1
1250,Good,24,1552,3,1,32,1,2,1,1,0,0,0,0,1,0,0
1251,Bad,12,626,4,4,24,1,1,1,1,1,0,0,1,0,0,0
1252,Good,48,8858,2,1,35,2,1,0,1,0,0,0,0,0,0,1
1253,Good,12,996,4,4,23,2,1,1,1,0,0,0,0,0,0,1
1254,Good,6,1750,2,4,45,1,2,1,1,0,0,0,1,0,0,0
1255,Bad,48,6999,1,1,34,2,1,0,1,1,0,0,0,1,0,0
1256,Good,9,1199,4,4,67,2,1,0,1,0,1,0,0,1,0,0
1257,Bad,21,5003,1,4,29,2,1,0,1,0,0,0,0,0,0,0
1258,Bad,24,3552,3,4,27,1,1,1,1,1,0,0,1,0,0,0
1259,Bad,18,1928,2,2,31,2,1,1,1,0,1,0,0,0,0,1
1260,Bad,24,1546,4,4,24,1,1,1,1,1,0,0,1,0,0,0
1261,Good,6,683,2,1,29,1,1,1,1,0,0,1,0,0,1,0
1262,Good,24,4712,4,2,37,2,1,0,1,0,1,0,0,0,1,0
1263,Good,24,1553,3,2,23,2,1,0,1,0,1,0,0,0,1,0
1264,Bad,12,1372,2,3,36,1,1,1,1,1,0,0,0,1,0,0
1265,Good,48,3979,4,1,41,2,2,0,1,0,1,0,0,1,0,0
1266,Bad,48,6758,3,2,31,1,1,0,1,1,0,0,0,1,0,0
1267,Bad,24,3234,4,4,23,1,1,0,1,1,0,0,0,1,0,0
1268,Good,30,5954,3,2,38,1,1,1,1,0,0,0,0,0,0,1
1269,Good,24,5433,2,4,26,1,1,0,1,0,0,0,0,1,0,0
1270,Good,15,806,4,4,22,1,1,1,1,1,0,0,0,1,0,0
1271,Good,9,1082,4,4,27,2,1,1,1,0,1,0,0,1,0,0
1272,Good,12,2930,2,1,27,1,1,1,1,0,1,0,0,1,0,0
1273,Good,24,1927,3,2,33,2,1,0,1,0,0,0,0,0,0,1
1274,Bad,36,2820,4,4,27,2,1,1,1,0,1,0,0,0,0,1
1275,Good,24,937,4,3,27,2,1,1,1,0,0,0,0,1,0,0
1276,Bad,18,1056,3,3,30,2,1,1,1,0,1,0,0,0,0,1
1277,Good,9,1388,4,2,26,1,1,1,1,0,0,0,0,1,0,0
1278,Bad,36,2384,4,1,33,1,1,1,1,0,1,0,0,1,0,0
1279,Good,12,2133,4,4,52,1,1,0,1,0,0,0,0,1,0,0
1280,Bad,18,2039,1,4,20,1,1,1,1,1,0,0,0,1,0,0
1281,Good,12,1289,4,1,21,1,1,1,1,1,0,0,0,1,0,0
1282,Bad,12,2246,3,3,60,2,1,1,1,1,0,0,0,0,0,1
1283,Good,12,385,4,3,58,4,1,0,1,1,0,0,0,0,0,1
1284,Good,24,1965,4,4,42,2,1,0,1,0,1,0,0,0,1,0
1285,Good,21,1572,4,4,36,1,1,1,1,0,0,0,0,1,0,0
1286,Bad,24,2718,3,4,20,1,1,0,1,0,1,0,0,1,0,0
1287,Bad,6,931,1,1,32,1,1,1,1,0,1,0,1,0,0,0
1288,Bad,24,1442,4,4,23,2,1,1,1,1,0,0,0,1,0,0
1289,Bad,24,4241,1,4,36,3,1,0,1,0,1,0,0,0,0,0
1290,Bad,18,2775,2,2,31,2,1,1,1,0,0,0,0,0,0,1
1291,Good,24,3863,1,2,32,1,1,1,1,0,0,0,0,0,1,0
1292,Good,7,2329,1,1,45,1,1,1,1,0,1,0,0,1,0,0
1293,Bad,9,918,4,1,30,1,1,1,1,0,1,0,0,1,0,0
1294,Bad,24,1837,4,4,34,1,1,1,1,0,1,0,1,0,0,0
1295,Good,24,2828,4,4,22,1,1,0,1,1,0,0,1,0,0,0
1296,Good,24,4526,3,2,74,1,1,0,1,0,0,0,0,0,0,1
1297,Good,18,2051,4,1,33,1,1,1,1,0,0,0,0,1,0,0
1298,Good,15,1300,4,4,45,1,2,1,1,0,0,0,0,1,0,0
1299,Bad,10,1240,1,4,48,1,2,1,1,0,0,1,0,1,0,0
1300,Good,21,3357,4,2,29,1,1,1,1,1,0,0,0,1,0,0
1301,Good,24,3632,1,4,22,1,1,1,0,1,0,0,1,0,0,0
1302,Bad,18,1808,4,1,22,1,1,1,1,0,0,0,0,0,1,0
1303,Good,60,9157,2,2,27,1,1,1,1,0,1,0,0,0,1,0
1304,Good,6,3676,1,3,37,3,2,1,1,1,0,0,0,0,0,1
1305,Bad,30,3441,2,4,21,1,1,1,1,0,1,0,0,1,0,0
1306,Bad,18,1530,3,2,32,2,1,1,1,0,0,0,0,0,0,1
1307,Bad,48,3914,4,2,38,1,1,1,1,0,0,0,0,1,0,0
1308,Bad,18,2600,4,4,65,2,1,1,1,1,0,0,0,1,0,0
1309,Good,15,1979,4,2,35,1,1,1,1,0,0,0,0,1,0,0
1310,Good,6,2116,2,2,41,1,1,0,1,0,0,1,0,1,0,0
1311,Bad,9,1437,2,3,29,1,1,1,1,0,1,0,1,0,0,0
1312,Good,42,4042,4,4,36,2,1,0,1,0,0,0,0,0,0,1
1313,Good,9,3832,1,4,64,1,1,1,1,0,0,0,0,1,0,0
1314,Good,15,1444,4,1,23,1,1,1,1,0,1,0,0,1,0,0
1315,Bad,9,1980,2,2,19,2,1,1,1,0,0,0,0,1,0,0
1316,Bad,24,1355,3,4,25,1,1,0,1,0,1,0,0,1,0,0
1317,Good,12,1393,4,4,47,3,2,0,1,0,0,0,0,1,0,0
1318,Good,24,1376,4,1,28,1,1,1,1,0,0,0,0,1,0,0
1319,Good,60,15653,2,4,21,2,1,0,1,0,0,0,0,0,1,0
1320,Good,12,1493,4,3,34,1,2,1,1,0,0,0,0,1,0,0
1321,Bad,42,4370,3,2,26,2,2,0,1,1,0,0,0,0,1,0
1322,Bad,18,750,4,1,27,1,1,1,1,1,0,0,0,1,0,0
1323,Good,15,1308,4,4,38,2,1,1,1,0,1,0,0,1,0,0
1324,Bad,15,4623,3,2,40,1,1,0,1,0,0,0,0,1,0,0
1325,Good,24,1851,4,2,33,2,1,0,1,0,0,0,0,0,0,1
1326,Good,18,1880,4,1,32,2,1,0,1,1,0,0,0,0,0,1
1327,Bad,36,7980,4,4,27,2,1,0,1,0,0,0,0,0,1,0
1328,Good,30,4583,2,2,32,2,1,1,1,1,0,0,0,0,0,0
1329,Bad,12,1386,2,2,26,1,1,1,1,0,0,0,0,1,0,0
1330,Bad,24,947,4,3,38,1,2,1,1,0,0,1,0,1,0,0
1331,Good,48,7476,4,1,50,1,1,0,1,1,0,0,0,1,0,0
1332,Bad,12,1922,4,2,37,1,1,1,1,0,1,0,0,1,0,0
1333,Bad,24,2303,4,1,45,1,1,1,1,1,0,0,0,1,0,0
1334,Bad,36,8086,2,4,42,4,1,0,1,0,1,0,0,0,1,0
1335,Good,24,2346,4,3,35,2,1,0,1,0,0,0,0,0,0,1
1336,Good,14,3973,1,4,22,1,1,1,1,1,0,0,0,1,0,0
1337,Bad,12,888,4,4,41,1,2,1,1,0,1,0,0,1,0,0
1338,Good,48,10222,4,3,37,1,1,0,1,0,0,0,0,1,0,0
1339,Good,18,6361,2,1,41,1,1,0,1,0,1,0,0,0,0,1
1340,Good,12,1297,3,4,23,1,1,1,1,0,0,1,0,1,0,0
1341,Bad,12,900,4,2,23,1,1,1,1,1,0,0,0,1,0,0
1342,Good,21,2241,4,2,50,2,1,1,1,0,0,0,0,1,0,0
1343,Good,6,1050,4,1,35,2,1,0,1,0,1,0,0,0,1,0
1344,Good,24,6314,4,2,27,2,1,0,1,0,0,0,0,0,0,1
1345,Bad,12,4843,3,4,43,2,1,0,1,1,0,0,0,0,0,1
1346,Good,30,3017,4,4,47,1,1,1,1,0,0,1,0,0,0,1
1347,Good,24,4139,3,3,27,2,1,0,1,0,0,0,0,0,0,1
1348,Good,36,5742,2,2,31,2,1,0,1,0,0,0,0,1,0,0
1349,Good,60,10366,2,4,42,1,1,0,1,0,0,0,0,1,0,0
1350,Good,6,2080,1,2,24,1,1,1,1,0,0,0,0,0,0,1
1351,Bad,21,2580,4,2,41,1,2,1,1,0,0,0,0,0,1,0
1352,Good,30,4530,4,4,26,1,1,0,1,0,0,0,0,0,0,1
1353,Good,24,5150,4,4,33,1,1,0,1,0,0,0,0,0,0,1
1354,Bad,72,5595,2,2,24,1,1,1,1,0,1,0,0,1,0,0
1355,Good,24,2384,4,4,64,1,1,1,1,1,0,0,0,1,0,0
1356,Good,18,1453,3,1,26,1,1,1,1,0,0,0,0,1,0,0
1357,Good,6,1538,1,2,56,1,1,1,1,0,0,0,0,1,0,0
1358,Good,12,2279,4,4,37,1,1,0,1,0,0,0,0,1,0,0
1359,Good,15,1478,4,3,33,2,1,1,1,0,0,0,0,0,1,0
1360,Good,24,5103,3,3,47,3,1,0,1,0,0,0,0,0,0,1
1361,Good,36,9857,1,3,31,2,2,0,1,0,1,0,0,0,1,0
1362,Good,60,6527,4,4,34,1,2,0,1,0,0,0,0,1,0,0
1363,Good,12,3651,1,3,31,1,2,1,1,1,0,0,0,1,0,0
1364,Good,15,975,2,3,25,2,1,1,1,1,0,0,0,0,0,1
1365,Good,15,2631,3,2,25,1,1,1,1,0,1,0,0,1,0,0
1366,Good,24,2896,2,1,29,1,1,1,1,0,1,0,0,1,0,0
1367,Good,6,4716,1,3,44,2,2,1,1,1,0,0,0,0,0,1
1368,Good,24,2284,4,2,28,1,1,0,1,0,0,0,0,1,0,0
1369,Good,6,1236,2,4,50,1,1,1,1,0,0,0,0,1,0,0
1370,Good,12,1103,4,3,29,2,1,1,0,0,1,0,0,1,0,0
1371,Good,12,926,1,2,38,1,1,1,1,0,0,0,0,0,0,1
1372,Good,18,1800,4,2,24,2,1,1,1,0,0,0,0,0,0,1
1373,Good,15,1905,4,4,40,1,1,0,1,0,0,1,0,1,0,0
1374,Bad,12,1123,4,4,29,1,1,1,1,0,0,0,0,1,0,0
1375,Bad,48,6331,4,4,46,2,1,0,1,1,0,0,0,0,0,1
1376,Good,24,1377,4,2,47,1,1,0,1,0,0,1,0,1,0,0
1377,Good,27,2528,4,1,32,1,2,0,1,0,1,0,0,1,0,0
1378,Bad,12,2969,4,3,25,2,1,1,1,0,1,0,0,0,0,0
1379,Good,9,1206,4,4,25,1,1,1,1,0,1,0,0,1,0,0
1380,Good,9,2118,2,2,37,1,2,1,1,0,1,0,0,1,0,0
1381,Bad,6,1198,4,4,35,1,1,1,1,1,0,0,1,0,0,0
1382,Good,21,2476,4,4,46,1,1,0,1,0,0,0,0,1,0,0
1383,Bad,60,14027,4,2,27,1,1,0,1,0,1,0,0,1,0,0
1384,Good,30,7596,1,4,63,2,1,1,1,0,0,0,0,0,0,1
1385,Good,30,3077,3,2,40,2,2,0,1,0,0,0,0,0,0,1
1386,Good,24,3148,3,2,31,2,1,0,1,0,0,1,0,0,0,1
1387,Good,20,6148,3,4,31,2,1,0,1,0,1,0,0,0,0,0
1388,Bad,9,1337,4,2,34,2,1,0,1,0,0,1,0,0,0,0
1389,Bad,6,433,4,2,24,1,2,1,1,0,1,0,1,0,0,0
1390,Bad,12,1228,4,2,24,1,1,1,1,1,0,0,0,1,0,0
1391,Good,9,790,4,3,66,1,1,1,1,0,1,0,0,1,0,0
1392,Bad,27,2570,3,3,21,1,1,1,1,0,0,0,0,1,0,0
1393,Good,15,1316,2,2,47,2,1,1,1,0,0,0,0,0,0,1
1394,Bad,18,1882,4,4,25,2,1,1,1,1,0,0,0,1,0,0
1395,Bad,48,6416,4,3,59,1,1,1,1,0,1,0,1,0,0,0
1396,Good,24,1275,2,4,36,2,1,0,1,0,0,1,0,0,0,1
1397,Good,24,6403,1,2,33,1,1,1,1,0,1,0,0,0,1,0
1398,Good,8,760,4,2,44,1,1,1,1,0,1,0,0,1,0,0
1399,Good,24,2603,2,4,28,1,1,0,1,0,0,0,0,1,0,0
1400,Good,4,3380,1,1,37,1,2,1,1,0,0,0,0,0,0,1
1401,Good,36,3990,3,2,29,1,1,1,1,0,1,0,1,0,0,0
1402,Good,18,4380,3,4,35,1,2,0,1,1,0,0,0,1,0,0
1403,Bad,30,4280,4,4,26,2,1,1,1,0,1,0,0,0,0,0
1404,Good,24,2325,2,3,32,1,1,1,1,1,0,0,1,0,0,0
1405,Good,10,1048,4,4,23,1,1,1,1,0,1,0,1,0,0,0
1406,Good,21,3160,4,3,41,1,1,0,1,0,0,0,0,1,0,0
1407,Good,24,2483,4,4,22,1,1,0,1,1,0,0,1,0,0,0
1408,Good,13,1797,3,1,28,2,1,1,1,1,0,0,0,0,0,1
1409,Good,15,2511,1,4,23,1,1,1,1,1,0,0,0,1,0,0
1410,Bad,12,1274,3,1,37,1,1,1,1,1,0,0,0,1,0,0
1411,Good,21,5248,1,3,26,1,1,1,1,0,0,0,0,1,0,0
1412,Good,15,3029,2,2,33,1,1,1,1,0,0,0,0,1,0,0
1413,Good,6,428,2,1,49,1,1,0,1,1,0,0,0,1,0,0
1414,Bad,18,976,1,2,23,1,1,1,1,1,0,0,0,1,0,0
1415,Good,12,841,2,4,23,1,1,1,1,0,1,0,0,1,0,0
1416,Bad,24,1285,4,4,32,1,1,1,1,1,0,0,0,1,0,0
1417,Good,6,1299,1,1,74,3,2,1,0,0,0,1,0,0,0,1
1418,Good,24,1393,2,2,31,1,1,0,1,0,0,0,0,1,0,0
1419,Bad,12,691,4,3,35,2,1,1,1,1,0,0,0,0,0,1
1420,Bad,18,2124,4,4,24,2,1,1,1,1,0,0,0,0,0,1
1421,Good,12,2214,4,3,24,1,1,1,1,1,0,0,0,1,0,0
1422,Bad,21,12680,4,4,30,1,1,0,1,0,0,0,0,0,0,1
1423,Good,24,2463,4,3,27,2,1,0,1,0,0,0,0,0,0,1
1424,Bad,30,3108,2,4,31,1,1,1,1,1,0,0,0,1,0,0
1425,Good,10,2901,1,4,31,1,1,1,1,0,0,0,0,1,0,0
1426,Good,12,3617,1,4,28,3,1,0,1,0,1,0,0,0,0,1
1427,Bad,36,8065,3,2,25,2,1,0,1,1,0,0,0,0,0,1
1428,Good,21,3275,1,4,36,1,1,0,1,0,0,0,0,0,0,1
1429,Good,12,1480,2,4,66,3,1,1,1,0,0,1,0,0,0,1
